"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.857699550E1,-4.100522399E-2,-2.029695034E0,-8.381423950E-1,2.196321023E0
6.858493007E1,-4.092437029E-2,-2.034602165E0,-8.497648239E-1,2.205307469E0
6.859280360E1,-4.427266121E-2,-2.023992538E0,-8.355979919E-1,2.190143801E0
6.860076869E1,-2.990746498E-2,-2.033569336E0,-8.379926682E-1,2.199665977E0
6.860869922E1,-2.622213960E-2,-2.043165207E0,-8.193006516E-1,2.201468878E0
6.861657679E1,-1.978379488E-2,-2.021291256E0,-8.081264496E-1,2.176942374E0
6.862457240E1,-2.977293730E-2,-2.017063141E0,-7.995834351E-1,2.169968620E0
6.863247645E1,-2.020716667E-2,-1.994759321E0,-7.936344147E-1,2.146934713E0
6.864031947E1,-2.195954323E-2,-1.981755018E0,-7.831506729E-1,2.130999801E0
6.864825404E1,-1.802951097E-3,-1.943550825E0,-7.871732712E-1,2.096910780E0
6.865615809E1,-3.169128299E-2,-1.918320656E0,-7.601909637E-1,2.063697841E0
6.866412318E1,-2.766859531E-2,-1.880768895E0,-7.525081635E-1,2.025913553E0
6.867199080E1,-2.582591772E-2,-1.872653246E0,-7.352905273E-1,2.012001321E0
6.867993129E1,-1.405569911E-2,-1.827950835E0,-7.012557983E-1,1.957897217E0
6.868786586E1,-9.155839682E-3,-1.796652913E0,-6.456766129E-1,1.909173593E0
6.869573939E1,-1.823467016E-2,-1.744949937E0,-5.827579498E-1,1.839779773E0
6.870362734E1,-1.762482524E-2,-1.716328859E0,-5.268030167E-1,1.795443345E0
6.871146837E1,-1.179197431E-2,-1.682593346E0,-4.562320709E-1,1.743389549E0
6.871939051E1,-2.733251452E-2,-1.614587069E0,-3.757209778E-1,1.657951966E0
6.872735560E1,-2.106535435E-2,-1.572786808E0,-3.019714355E-1,1.601651910E0
6.873522053E1,-2.651759982E-2,-1.510402799E0,-2.444562912E-1,1.530287122E0
6.874313568E1,-3.176403046E-2,-1.466711760E0,-1.959161758E-1,1.480079554E0
6.875106537E1,-2.008706331E-2,-1.411349773E0,-1.490736008E-1,1.419343021E0
6.875904245E1,-2.026361227E-2,-1.331014872E0,-1.038436890E-1,1.335213359E0
6.876699794E1,-3.420323133E-3,-1.249688148E0,-4.816436768E-2,1.250620635E0
6.877487147E1,-2.968329191E-2,-1.189655066E0,-2.268409729E-2,1.190241505E0
6.878280604E1,-3.428956866E-2,-1.096807718E0,2.050590515E-2,1.097535165E0
6.879067958E1,-2.435010672E-2,-1.032568932E0,8.151435852E-2,1.036067622E0
6.879855311E1,-2.171927691E-2,-9.303375483E-1,1.388225555E-1,9.408886133E-1
6.880645384E1,-2.376702428E-2,-8.599666953E-1,2.164106369E-1,8.870970365E-1
6.881439174E1,-1.634272933E-2,-7.812921405E-1,2.663888931E-1,8.256194862E-1
6.882235682E1,-2.305823565E-2,-7.074379921E-1,3.487958908E-1,7.890873008E-1
6.883023949E1,-2.013140917E-2,-6.066908836E-1,4.347629547E-1,7.466578391E-1
6.883822357E1,-1.489409804E-2,-5.210237503E-1,5.073871613E-1,7.274127535E-1
6.884612964E1,-3.593963385E-2,-4.455862045E-1,6.029024124E-1,7.505531572E-1
6.885406459E1,-4.103833437E-2,-3.277838230E-1,6.532068253E-1,7.319873879E-1
6.886195703E1,-3.982761502E-2,-2.228751183E-1,7.302036285E-1,7.644978067E-1
6.886984218E1,-3.093087673E-2,-1.505383253E-1,7.910242081E-1,8.058149938E-1
6.887774623E1,-2.885481715E-2,-5.657637119E-2,8.319864273E-1,8.344069160E-1
6.888574183E1,-3.086677194E-2,1.377868652E-2,8.778257370E-1,8.784763141E-1
6.889358485E1,-2.616769075E-2,6.606185436E-2,9.048767090E-1,9.076622583E-1
6.890151942E1,-4.061678052E-2,1.054012775E-1,9.062643051E-1,9.132765971E-1
6.890942347E1,-4.695981741E-2,1.793330908E-1,9.053430557E-1,9.241274969E-1
6.891741908E1,-2.686727047E-2,2.242025137E-1,9.256868362E-1,9.528298569E-1
6.892531384E1,-5.392515659E-2,2.796515226E-1,9.393796921E-1,9.816043513E-1
6.893322718E1,-3.781414032E-2,3.273566961E-1,9.502954483E-1,1.005809999E0
6.894116176E1,-3.579276800E-2,3.559001684E-1,9.662656784E-1,1.030347230E0
6.894906581E1,-3.318989277E-2,4.666782618E-1,1.004506111E0,1.108116734E0
6.895696986E1,-2.131628990E-2,5.534809828E-1,1.064753532E0,1.200206510E0
6.896490443E1,-1.673680544E-2,6.413210630E-1,1.092167854E0,1.266650484E0
6.897278760E1,-3.142517805E-2,7.424927950E-1,1.113136292E0,1.338415293E0
6.898073226E1,1.772940159E-3,8.143252134E-1,1.143836975E0,1.404098188E0
6.898862926E1,-1.998102665E-2,9.285680056E-1,1.168117523E0,1.492359317E0
6.899658018E1,-1.274287701E-3,1.023592353E0,1.187792778E0,1.567990629E0
6.900451625E1,1.015943289E-2,1.102519870E0,1.210219383E0,1.637157364E0
6.901232776E1,9.344279766E-3,1.196027875E0,1.223219872E0,1.710800061E0
6.902029384E1,1.317161322E-2,1.282936454E0,1.209305763E0,1.763099505E0
6.902816737E1,2.179837227E-2,1.360347629E0,1.166631699E0,1.792219395E0
6.903604091E1,3.755086660E-2,1.454650998E0,1.139795303E0,1.848391984E0
6.904403651E1,3.388923407E-2,1.535876155E0,1.119505882E0,1.900883338E0
6.905191005E1,5.848467350E-2,1.604974627E0,1.117100716E0,1.956343022E0
6.905980484E1,7.082575560E-2,1.678565621E0,1.101301193E0,2.008846224E0
6.906774867E1,7.132667303E-2,1.762334824E0,1.091349602E0,2.074115589E0
6.907569772E1,6.221789122E-2,1.835771084E0,1.092693329E0,2.137265835E0
6.908359149E1,9.127908945E-2,1.897984028E0,1.088137627E0,2.189684620E0
6.909147930E1,9.112751484E-2,1.977053642E0,1.086876869E0,2.257951872E0
6.909948695E1,8.595484495E-2,2.016561747E0,1.098843575E0,2.298122432E0
6.910736048E1,1.020932198E-1,2.075193405E0,1.107722282E0,2.354548651E0
6.911519414E1,1.054562926E-1,2.135164022E0,1.145483971E0,2.425320589E0
6.912316859E1,1.254076958E-1,2.152906656E0,1.126715660E0,2.433150702E0
6.913104213E1,1.022732258E-1,2.208758831E0,1.130958557E0,2.483574570E0
6.913897670E1,1.170464158E-1,2.240075588E0,1.111426353E0,2.503379125E0
6.914682076E1,1.194570661E-1,2.275265217E0,1.100096703E0,2.530081926E0
6.915484584E1,1.142229438E-1,2.310931921E0,1.060565948E0,2.545241316E0
6.916274584E1,1.444662213E-1,2.339894533E0,1.028707504E0,2.560120318E0
6.917057714E1,1.193148494E-1,2.376456022E0,9.996805191E-1,2.580918519E0
6.917851230E1,1.272910237E-1,2.404240131E0,9.520778656E-1,2.589020254E0
6.918639853E1,1.204370260E-1,2.393550158E0,9.237422943E-1,2.568440628E0
6.919427455E1,1.466869712E-1,2.405264139E0,9.534416199E-1,2.591498325E0
6.920221010E1,1.199423075E-1,2.410878658E0,9.694557190E-1,2.601262473E0
6.921011099E1,1.378459334E-1,2.385043859E0,9.998369217E-1,2.589808793E0
6.921810878E1,1.390162110E-1,2.381706953E0,9.901762009E-1,2.583080027E0
6.922601283E1,1.207292080E-1,2.357927561E0,9.788427353E-1,2.555881653E0
6.923397792E1,1.209069490E-1,2.346050024E0,1.008399010E0,2.556450228E0
6.924191249E1,1.084563732E-1,2.323275566E0,9.979906082E-1,2.530880755E0
6.924978602E1,1.077542901E-1,2.273633242E0,1.019859314E0,2.494219743E0
6.925775111E1,1.137427688E-1,2.255159378E0,1.037304878E0,2.484890873E0
6.926565516E1,1.244184375E-1,2.199793577E0,1.031856537E0,2.432961085E0
6.927358973E1,1.059671640E-1,2.163979053E0,1.019859314E0,2.394607985E0
6.928152430E1,8.726197481E-2,2.137141228E0,1.009165764E0,2.365037593E0
6.928939784E1,7.049673796E-2,2.073587418E0,9.757804871E-1,2.292789159E0
6.929736293E1,8.429807425E-2,2.019923449E0,9.551391602E-1,2.235953425E0
6.930526698E1,7.154828310E-2,1.965532303E0,9.574737549E-1,2.187508259E0
6.931317103E1,5.386090279E-2,1.896824360E0,9.616107941E-1,2.127331420E0
6.932106834E1,5.753558874E-2,1.833582640E0,9.453582764E-1,2.063743664E0
6.932897914E1,3.464865685E-2,1.779690504E0,9.668312073E-1,2.025650859E0
6.933691371E1,3.543716669E-2,1.679927588E0,9.853267670E-1,1.947891509E0
6.934481776E1,4.032641649E-2,1.621593475E0,9.884386063E-1,1.899526914E0
6.935269130E1,2.580112219E-2,1.529969931E0,1.020066261E0,1.839023889E0
6.936065638E1,1.129573584E-2,1.452532291E0,1.044224739E0,1.788961419E0
6.936852992E1,-1.279598475E-2,1.352893472E0,1.070389748E0,1.725172077E0
6.937644049E1,-4.408079386E-2,1.270792603E0,1.082351685E0,1.669832964E0
6.938428391E1,-3.011083603E-2,1.179069161E0,1.108603477E0,1.618676132E0
6.939230311E1,-4.517614841E-2,1.077976823E0,1.108582497E0,1.546942167E0
6.940016614E1,-3.893733025E-2,1.008636117E0,1.105695724E0,1.497139261E0
6.940804353E1,-5.879509449E-2,9.082533121E-1,1.082169533E0,1.414026817E0
6.941601460E1,-6.683611870E-2,7.977782488E-1,1.039527893E0,1.312072956E0
6.942394984E1,-6.542819738E-2,7.103737593E-1,1.016061783E0,1.241488330E0
6.943185389E1,-8.323949575E-2,6.190823317E-1,9.907846451E-1,1.171258281E0
6.943976341E1,-8.911448717E-2,5.165983438E-1,1.002016068E0,1.130863139E0
6.944763664E1,-9.981766343E-2,4.079755545E-1,9.828214645E-1,1.068805712E0
6.945562709E1,-9.609535336E-2,3.126090765E-1,9.572401047E-1,1.011566790E0
6.946350062E1,-1.091585755E-1,2.085655928E-1,9.294834137E-1,9.588298167E-1
6.947143519E1,-1.224686801E-1,9.802281857E-2,9.357128143E-1,9.487705315E-1
6.947940028E1,-1.330705881E-1,-1.361143589E-2,9.329996109E-1,9.425398276E-1
6.948730433E1,-1.402314305E-1,-1.265763044E-1,9.393186569E-1,9.581262726E-1
6.949524841E1,-1.303216815E-1,-2.329962254E-1,9.232130051E-1,9.610375822E-1
6.950317347E1,-1.385259032E-1,-3.204696178E-1,8.942947388E-1,9.600277504E-1
6.951104701E1,-1.168159842E-1,-4.411711693E-1,8.624944687E-1,9.757943858E-1
6.951898158E1,-1.137374043E-1,-5.184808969E-1,8.515644073E-1,1.003454323E0
6.952685511E1,-1.418233216E-1,-5.891376734E-1,8.273935318E-1,1.025561850E0
6.953473253E1,-1.480688751E-1,-6.816397905E-1,7.854652405E-1,1.050482194E0
6.954266322E1,-1.369754970E-1,-7.400776148E-1,7.161893845E-1,1.038943885E0
6.955062831E1,-1.395059824E-1,-8.099768162E-1,6.460170746E-1,1.045400604E0
6.955856288E1,-1.503712535E-1,-8.463666439E-1,5.725831985E-1,1.032859879E0
6.956638749E1,-1.166742444E-1,-9.449913502E-1,5.198335648E-1,1.084826468E0
6.957431710E1,-1.232823730E-1,-1.017268181E0,4.469842911E-1,1.117957088E0
6.958227504E1,-1.416376233E-1,-1.095838189E0,4.302282333E-1,1.185756672E0
6.959015122E1,-1.382287145E-1,-1.171562314E0,3.786706924E-1,1.238974143E0
6.959810680E1,-1.297358871E-1,-1.237324357E0,3.378372192E-1,1.289161337E0
6.960597441E1,-1.281943917E-1,-1.324235320E0,3.122749329E-1,1.366582825E0
6.961395228E1,-1.382023692E-1,-1.391214848E0,2.589120865E-1,1.421834771E0
6.962185634E1,-1.215279698E-1,-1.459405303E0,2.038965225E-1,1.478582658E0
6.962979091E1,-1.188189983E-1,-1.518551826E0,1.639595032E-1,1.531992272E0
6.963771030E1,-1.158010662E-1,-1.548142195E0,1.293668747E-1,1.557847852E0
6.964559901E1,-9.800818563E-2,-1.578237534E0,5.692672729E-2,1.582302111E0
6.965348357E1,-1.062678397E-1,-1.612178683E0,1.115989685E-2,1.615715787E0
6.966143763E1,-9.710469842E-2,-1.648218036E0,-6.068897247E-2,1.652191020E0
6.966934169E1,-8.760839701E-2,-1.658799529E0,-1.419620514E-1,1.667166558E0
6.967727626E1,-9.196007252E-2,-1.663969040E0,-2.351360321E-1,1.683014728E0
6.968514022E1,-9.913384914E-2,-1.700200438E0,-2.990331650E-1,1.729141372E0
6.969311488E1,-9.400898218E-2,-1.748482227E0,-3.602046967E-1,1.787673128E0
6.970101893E1,-8.389732242E-2,-1.796013117E0,-4.043292999E-1,1.842873859E0
6.970898402E1,-6.844243407E-2,-1.810913920E0,-4.650793076E-1,1.870933552E0
6.971691095E1,-7.449257374E-2,-1.846608400E0,-5.232934952E-1,1.920767505E0
6.972473184E1,-8.029335737E-2,-1.895937681E0,-5.598564148E-1,1.978500927E0
6.973272670E1,-5.958887935E-2,-1.902300119E0,-6.107997894E-1,1.998842906E0
6.974059830E1,-4.836934805E-2,-1.931116104E0,-6.137685776E-1,2.026884523E0
6.974850428E1,-6.301158667E-2,-1.958577752E0,-6.502981186E-1,2.064675499E0
6.975646937E1,-5.828282237E-2,-1.991688728E0,-6.845350266E-1,2.106848139E0
6.976434291E1,-5.804342031E-2,-2.005325317E0,-6.901016235E-1,2.121541637E0
6.977230800E1,-5.036428571E-2,-2.003528595E0,-7.221393585E-1,2.130293089E0
6.978015101E1,-4.701459408E-2,-2.023593426E0,-7.304534912E-1,2.151906835E0
6.978805507E1,-3.381806612E-2,-2.030698299E0,-7.700729370E-1,2.172070803E0
6.979595912E1,-8.380293846E-3,-2.051389217E0,-7.979059219E-1,2.201118309E0
6.980386317E1,-3.755581379E-2,-2.036516190E0,-8.403825760E-1,2.203418141E0
6.981174530E1,-2.587759495E-2,-2.025778294E0,-8.663043976E-1,2.203390718E0
6.981960610E1,-4.026815295E-2,-2.042615652E0,-8.972539902E-1,2.231359440E0
6.982754457E1,-2.523726225E-2,-2.026058435E0,-9.021768570E-1,2.217988455E0
6.983548553E1,-2.912640572E-2,-2.013224125E0,-8.857889175E-1,2.199668550E0
6.984337564E1,-2.789089084E-2,-2.032406569E0,-8.576869965E-1,2.206146266E0
6.985130999E1,-1.891297102E-2,-2.018049240E0,-8.466424942E-1,2.188534658E0
6.985919154E1,-2.161264420E-2,-2.021343231E0,-8.166732788E-1,2.180195131E0
6.986715663E1,-3.101199865E-2,-1.995767117E0,-7.773895264E-1,2.142051027E0
6.987502949E1,-1.145839691E-2,-1.978035450E0,-7.430849075E-1,2.113038267E0
6.988290268E1,-5.895167589E-3,-1.961628914E0,-7.041006088E-1,2.084173797E0
6.989084584E1,-4.772603512E-3,-1.932796121E0,-6.892347336E-1,2.052015629E0
6.989877160E1,-2.482834458E-2,-1.906740427E0,-6.217689514E-1,2.005709882E0
6.990667689E1,-1.577708125E-2,-1.864872932E0,-6.021804810E-1,1.959750316E0
6.991458572E1,-1.589664817E-2,-1.822855949E0,-5.753936768E-1,1.911579033E0
6.992243753E1,1.055926085E-3,-1.793940425E0,-5.556554794E-1,1.878024594E0
6.993039576E1,-1.532506943E-2,-1.759078860E0,-4.854478836E-1,1.824898063E0
6.993829310E1,-1.934695244E-2,-1.692230821E0,-4.557304382E-1,1.752629364E0
6.994621737E1,-1.832047105E-2,-1.634527802E0,-4.352302551E-1,1.691579780E0
6.995413749E1,-9.940534830E-3,-1.597149134E0,-3.879880905E-1,1.643629803E0
6.996201868E1,-1.567241549E-2,-1.552583337E0,-3.091373444E-1,1.583138194E0
6.997003138E1,-1.412358880E-2,-1.488443851E0,-2.321081161E-1,1.506498839E0
6.997790130E1,-7.535129786E-3,-1.412664652E0,-1.544113159E-1,1.421098537E0
6.998580897E1,-1.762381196E-2,-1.353064656E0,-8.315849304E-2,1.355732237E0
6.999371610E1,-3.237739205E-2,-1.274228454E0,-3.744125366E-2,1.275189513E0
7.000163245E1,-3.261798620E-2,-1.228323698E0,3.550148010E-2,1.229269456E0
7.000958216E1,-3.517350554E-2,-1.143310308E0,9.745216370E-2,1.147995018E0
7.001742014E1,-1.136377454E-2,-1.060274720E0,1.819963455E-1,1.075841200E0
7.002539027E1,-1.399049163E-2,-9.865755439E-1,2.219944000E-1,1.011339978E0
7.003332783E1,-2.104064822E-2,-9.273034930E-1,3.064184189E-1,9.768452920E-1
7.004122889E1,-1.378956437E-2,-8.379153013E-1,3.558731079E-1,9.104602535E-1
7.004919398E1,-1.836889982E-2,-7.464238405E-1,3.874092102E-1,8.411729087E-1
7.005706752E1,-2.774089575E-2,-6.543195248E-1,4.440202713E-1,7.912380167E-1
7.006497157E1,-3.721371293E-2,-5.762107372E-1,5.089368820E-1,7.696885240E-1
7.007289918E1,-8.272111416E-3,-4.686545134E-1,5.343456268E-1,7.107958424E-1
7.008084071E1,-3.685244918E-2,-3.774329424E-1,5.968379974E-1,7.071275162E-1
7.008878514E1,-3.312349319E-2,-2.745975256E-1,6.552724838E-1,7.112545219E-1
7.009670299E1,-1.483315229E-2,-1.839680672E-1,7.132425308E-1,7.367354884E-1
7.010464442E1,-3.106322885E-2,-1.071389914E-1,7.883491516E-1,7.962022811E-1
7.011264003E1,-3.017997742E-2,-3.935217857E-2,8.383483887E-1,8.398139352E-1
7.012050395E1,-3.050827980E-2,3.885340691E-2,9.003887177E-1,9.017428598E-1
7.012847865E1,-2.669760585E-2,9.213924408E-2,9.407176971E-1,9.455962078E-1
7.013635218E1,-5.059069395E-2,1.325180531E-1,9.716939926E-1,9.819927026E-1
7.014419520E1,-4.729485512E-2,1.761237383E-1,9.931612015E-1,1.009765095E0
7.015216029E1,-3.641641140E-2,2.436684370E-1,1.024563789E0,1.053770099E0
7.016006434E1,-2.989846468E-2,2.896512747E-1,1.071233749E0,1.110105186E0
7.016799891E1,-4.448801279E-2,3.534463644E-1,1.068265915E0,1.126097501E0
7.017587245E1,-3.724592924E-2,4.184066057E-1,1.065980911E0,1.145760293E0
7.018383754E1,-2.781671286E-2,4.996510744E-1,1.073616982E0,1.184516099E0
7.019175160E1,-1.345938444E-2,6.093446016E-1,1.106209755E0,1.263005155E0
7.019964564E1,-3.287547827E-2,7.044485807E-1,1.115218163E0,1.319484805E0
7.020756895E1,-2.849179506E-2,8.264490366E-1,1.127129555E0,1.397945216E0
7.021546272E1,-1.221179962E-2,8.961693048E-1,1.127481461E0,1.440306563E0
7.022338832E1,-1.280599833E-2,9.950579405E-1,1.135385513E0,1.509769705E0
7.023132630E1,-6.210625172E-3,1.107640147E0,1.143262863E0,1.591840206E0
7.023921133E1,5.020558834E-3,1.177384257E0,1.172868729E0,1.661890475E0
7.024722133E1,-3.168642521E-3,1.263092875E0,1.180692673E0,1.729002267E0
7.025507549E1,3.167867661E-2,1.349222064E0,1.212567329E0,1.814310680E0
7.026303065E1,2.790713310E-2,1.425237060E0,1.202602386E0,1.865028682E0
7.027099574E1,3.600662947E-2,1.521208644E0,1.207089424E0,1.942276266E0
7.027889979E1,4.875367880E-2,1.588096261E0,1.207915306E0,1.995867241E0
7.028683436E1,4.216486216E-2,1.650614381E0,1.195669174E0,2.038609939E0
7.029471333E1,6.441110373E-2,1.731478095E0,1.179194450E0,2.095868492E0
7.030263514E1,5.777359009E-2,1.805620313E0,1.168788910E0,2.151666800E0
7.031057704E1,6.291604042E-2,1.883933783E0,1.164877892E0,2.215875770E0
7.031848109E1,7.494223118E-2,1.949344873E0,1.121767998E0,2.250316692E0
7.032640895E1,8.909666538E-2,1.998020172E0,1.127375603E0,2.295865539E0
7.033435023E1,9.095257521E-2,2.071676016E0,1.114991188E0,2.354425458E0
7.034227980E1,9.012919664E-2,2.142067671E0,1.091937065E0,2.406014076E0
7.035020003E1,1.032863259E-1,2.173669815E0,1.071641922E0,2.425680304E0
7.035807576E1,1.137823462E-1,2.232865810E0,1.081127167E0,2.483439570E0
7.036605080E1,1.069326997E-1,2.260367870E0,1.076414108E0,2.505866087E0
7.037399257E1,1.119151115E-1,2.289724588E0,1.089672089E0,2.538257068E0
7.038189280E1,1.069899201E-1,2.336748838E0,1.091696739E0,2.581403445E0
7.038986171E1,1.110897064E-1,2.352096796E0,1.074587822E0,2.588327500E0
7.039776576E1,1.364649534E-1,2.366661787E0,1.070429802E0,2.601063371E0
7.040567433E1,1.373900771E-1,2.400797129E0,1.083428383E0,2.637521554E0
7.041357386E1,1.189026237E-1,2.404118776E0,1.060853958E0,2.630463086E0
7.042140076E1,1.285900474E-1,2.418020010E0,1.048480988E0,2.638686899E0
7.042941249E1,1.187638044E-1,2.420799494E0,1.043850899E0,2.638939129E0
7.043728602E1,1.324965954E-1,2.419020891E0,1.049073219E0,2.640032583E0
7.044522059E1,1.218590140E-1,2.398982286E0,1.026145935E0,2.612076015E0
7.045306361E1,1.348956227E-1,2.401597261E0,1.025470734E0,2.614853048E0
7.046096766E1,1.138145328E-1,2.375252962E0,1.022492409E0,2.588488190E0
7.046889007E1,1.138827801E-1,2.354898214E0,9.987535477E-1,2.560473303E0
7.047674922E1,1.327633858E-1,2.338097811E0,1.009333611E0,2.550114081E0
7.048474086E1,1.058320403E-1,2.285340309E0,9.938821793E-1,2.494350123E0
7.049257806E1,1.143466234E-1,2.248220921E0,9.985122681E-1,2.462640698E0
7.050056164E1,9.614646435E-2,2.222321749E0,1.028224945E0,2.450551904E0
7.050854457E1,9.426259995E-2,2.165333271E0,1.008150101E0,2.390380773E0
7.051638758E1,8.250194788E-2,2.131659508E0,1.013325691E0,2.361695955E0
7.052435267E1,9.204244614E-2,2.059222221E0,1.015147209E0,2.297692718E0
7.053222621E1,6.282246113E-2,1.999332666E0,1.025064468E0,2.247673227E0
7.054013026E1,5.260825157E-2,1.951210499E0,1.034251213E0,2.208996517E0
7.054809535E1,4.424607754E-2,1.894027948E0,1.049252510E0,2.165693980E0
7.055596888E1,3.822714090E-2,1.815316916E0,1.058958054E0,2.101958367E0
7.056388130E1,3.203803301E-2,1.731859446E0,1.063420296E0,2.032541832E0
7.057175964E1,1.594442129E-2,1.665817976E0,1.054834366E0,1.971770598E0
7.057971156E1,1.172232628E-2,1.593490601E0,1.053425789E0,1.910250141E0
7.058764613E1,2.880972624E-2,1.500600696E0,1.051217079E0,1.832400010E0
7.059553022E1,9.644925594E-3,1.426071525E0,1.065269470E0,1.780048331E0
7.060351527E1,-4.669904709E-3,1.333755851E0,1.067687988E0,1.708474208E0
7.061136741E1,-9.766459465E-3,1.259023786E0,1.028775215E0,1.625919654E0
7.061926234E1,-2.194935083E-2,1.163575292E0,1.035620689E0,1.557850906E0
7.062717760E1,-3.439736366E-2,1.079270244E0,1.020692825E0,1.485873912E0
7.063510096E1,-5.631262064E-2,9.701894522E-1,1.044669151E0,1.426804934E0
7.064303553E1,-5.939692259E-2,8.674293756E-1,1.044595718E0,1.359095998E0
7.065089199E1,-8.171790838E-2,7.672954798E-1,1.056795120E0,1.308524396E0
7.065887416E1,-7.278037071E-2,6.663101912E-1,1.072113037E0,1.264394170E0
7.066674941E1,-9.052455425E-2,5.802503824E-1,1.048974037E0,1.202177912E0
7.067468226E1,-9.359732270E-2,4.875251055E-1,1.043774605E0,1.155814264E0
7.068261683E1,-1.159397364E-1,3.850241899E-1,1.031793594E0,1.107376933E0
7.069049037E1,-1.096224189E-1,2.613989115E-1,1.006066322E0,1.045234859E0
7.069839442E1,-1.252649426E-1,1.586695910E-1,1.000882149E0,1.021093737E0
7.070630814E1,-1.017601788E-1,3.106951714E-2,9.707069397E-1,9.765205639E-1
7.071417201E1,-1.273408830E-1,-6.967556477E-2,9.332246780E-1,9.444462317E-1
7.072209660E1,-1.318564117E-1,-1.447948217E-1,9.020090103E-1,9.230232437E-1
7.073004115E1,-1.237558722E-1,-2.622793913E-1,8.457660675E-1,8.941063896E-1
7.073790756E1,-1.383665800E-1,-3.508411646E-1,8.126630783E-1,8.959107724E-1
7.074584903E1,-1.416995823E-1,-4.400573969E-1,7.820024490E-1,9.084366321E-1
7.075375331E1,-1.470112801E-1,-5.206822157E-1,7.623395920E-1,9.348175970E-1
7.076168788E1,-1.493969262E-1,-6.179500818E-1,7.608919144E-1,9.915332826E-1
7.076959193E1,-1.467255652E-1,-6.769112349E-1,7.200450897E-1,9.991006669E-1
7.077746330E1,-1.293740869E-1,-7.631969452E-1,6.949024200E-1,1.040238725E0
7.078543055E1,-1.139567196E-1,-7.889777422E-1,6.471977234E-1,1.026809089E0
7.079333461E1,-1.304880381E-1,-8.828094602E-1,6.104764938E-1,1.081231345E0
7.080129969E1,-1.061673164E-1,-9.769327641E-1,5.582399368E-1,1.130177398E0
7.080920375E1,-1.126388609E-1,-1.062388778E0,5.143241882E-1,1.185700974E0
7.081713832E1,-1.164573133E-1,-1.127262473E0,4.501008987E-1,1.219374351E0
7.082510341E1,-1.200495660E-1,-1.227762341E0,3.869380951E-1,1.292877935E0
7.083300746E1,-1.210888922E-1,-1.271351337E0,3.487720490E-1,1.323872609E0
7.084088103E1,-1.121625900E-1,-1.343437552E0,2.613058090E-1,1.373202691E0
7.084878505E1,-1.003932059E-1,-1.397866488E0,1.938657761E-1,1.414812161E0
7.085665858E1,-1.027580798E-1,-1.435576677E0,1.391077042E-1,1.445956629E0
7.086457830E1,-1.070112884E-1,-1.483940840E0,5.625629425E-2,1.488857482E0
7.087246669E1,-9.413626790E-2,-1.522964120E0,2.655029297E-3,1.525872995E0
7.088040126E1,-9.040433168E-2,-1.567070723E0,-3.857898712E-2,1.570150289E0
7.088822437E1,-8.401051164E-2,-1.593553662E0,-1.034727097E-1,1.599117770E0
