"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.939126776E2,-4.132828116E-2,-9.870055318E-1,-3.444681168E-1,1.046205635E0
1.939206427E2,-2.565172315E-2,-9.605898261E-1,-3.089437485E-1,1.009374591E0
1.939285162E2,-2.420219779E-2,-9.217128158E-1,-2.946691513E-1,9.679721948E-1
1.939363593E2,-2.974036336E-2,-8.832706213E-1,-2.322387695E-1,9.137758619E-1
1.939443243E2,-5.165323615E-2,-8.567531109E-1,-2.317190170E-1,8.890374867E-1
1.939521862E2,-1.117143035E-2,-8.369538784E-1,-1.829271317E-1,8.567840632E-1
1.939601324E2,-1.843187213E-2,-7.699854970E-1,-1.745014191E-1,7.897266266E-1
1.939680060E2,-3.033921123E-2,-7.315535545E-1,-1.536674500E-1,7.481341832E-1
1.939759711E2,-3.474658728E-2,-7.101975083E-1,-1.228208542E-1,7.215765991E-1
1.939839667E2,-3.889515996E-2,-6.574138999E-1,-1.010236740E-1,6.662669525E-1
1.939918402E2,-1.910495758E-2,-6.035231352E-1,-6.446170807E-2,6.072565240E-1
1.939997748E2,-2.081537247E-2,-5.622106791E-1,-3.698253632E-2,5.638101058E-1
1.940076788E2,1.979023218E-3,-4.119429588E-1,1.731395721E-2,4.123114005E-1
1.940155829E2,-4.491508007E-4,-2.903487682E-1,4.571151733E-2,2.939254187E-1
1.940235747E2,-1.235228777E-2,-2.184059620E-1,9.388065338E-2,2.380489872E-1
1.940314477E2,-7.202148438E-3,-1.559382677E-1,1.403188705E-1,2.098999755E-1
1.940394171E2,1.258310676E-2,-1.144644022E-1,1.886291504E-1,2.210008831E-1
1.940472907E2,-7.950752974E-3,-3.966414928E-2,2.445344925E-1,2.478579779E-1
1.940552557E2,-8.108377457E-3,1.125502586E-2,2.688713074E-1,2.692289013E-1
1.940631890E2,-4.264712334E-5,5.874812603E-2,2.944469452E-1,3.002504749E-1
1.940710897E2,-9.855479002E-3,7.875144482E-2,3.322267532E-1,3.415750812E-1
1.940790289E2,2.939522266E-3,9.536147118E-2,3.629179001E-1,3.752490549E-1
1.940869025E2,-1.105546951E-2,1.009486914E-1,3.681125641E-1,3.818634855E-1
1.940947760E2,-3.838568926E-3,1.112594604E-1,3.815460205E-1,3.974553659E-1
1.941027106E2,-9.925216436E-3,1.584341526E-1,4.101991653E-1,4.398445701E-1
1.941105814E2,-4.185974598E-3,2.053029537E-1,4.411153793E-1,4.865692171E-1
1.941184983E2,5.986213684E-3,2.632135153E-1,4.597406387E-1,5.297911327E-1
1.941263879E2,4.107177258E-3,3.052463531E-1,4.855651855E-1,5.735553630E-1
1.941342352E2,-2.828717232E-3,3.595175743E-1,5.256032944E-1,6.368042956E-1
1.941422003E2,1.633232832E-2,4.205935001E-1,5.437660217E-1,6.876388032E-1
1.941500739E2,6.698071957E-3,4.414701462E-1,5.617628098E-1,7.145055693E-1
1.941580084E2,2.784353495E-2,4.881179333E-1,5.745172501E-1,7.543901178E-1
1.941658820E2,1.312458515E-2,5.307054520E-1,6.182250977E-1,8.148759432E-1
1.941737555E2,1.759910583E-2,5.564670563E-1,6.168155670E-1,8.309192241E-1
1.941816901E2,1.489382982E-2,5.667545795E-1,6.462869644E-1,8.597205476E-1
1.941895636E2,2.159935236E-2,5.648012161E-1,6.493663788E-1,8.608969971E-1
1.941974982E2,3.518015146E-2,6.026034355E-1,6.443853378E-1,8.829501725E-1
1.942054022E2,3.428500891E-2,6.274743080E-1,6.656570435E-1,9.154227267E-1
1.942133673E2,4.246824980E-2,6.756598949E-1,6.671371460E-1,9.504692617E-1
1.942213019E2,4.109960794E-2,7.128932476E-1,6.755781174E-1,9.830115731E-1
1.942291754E2,4.413634539E-2,7.288382053E-1,6.668052673E-1,9.888288078E-1
1.942371100E2,5.890506506E-2,7.681746483E-1,6.573486328E-1,1.012753337E0
1.942450140E2,5.202448368E-2,7.981791496E-1,6.474008560E-1,1.029040509E0
1.942529181E2,5.444598198E-2,8.114750385E-1,6.512460709E-1,1.041910528E0
1.942608832E2,5.197525024E-2,8.507986069E-1,6.280803680E-1,1.058793958E0
1.942687872E2,4.910445213E-2,8.710541725E-1,6.426153183E-1,1.083559443E0
1.942767218E2,7.694101334E-2,8.694798946E-1,6.276988983E-1,1.075137718E0
1.942846259E2,7.107704878E-2,8.949620724E-1,6.650075912E-1,1.117248475E0
1.942925299E2,8.642536402E-2,9.075336456E-1,6.535110474E-1,1.121678809E0
1.943004548E2,5.863684416E-2,9.084756374E-1,6.390600204E-1,1.112278730E0
1.943083380E2,7.601863146E-2,9.097127914E-1,6.359844208E-1,1.112579156E0
1.943162726E2,5.721861124E-2,9.295589924E-1,6.177110672E-1,1.117551275E0
1.943241461E2,5.510234833E-2,9.138514996E-1,5.916852951E-1,1.090069870E0
1.943320197E2,5.755335093E-2,9.243328571E-1,6.080331802E-1,1.107884456E0
1.943399847E2,7.149481773E-2,9.291968346E-1,5.707826614E-1,1.092845420E0
1.943478583E2,7.101732492E-2,9.368593693E-1,5.449504852E-1,1.086149147E0
1.943557928E2,6.074506044E-2,9.347085953E-1,5.375375748E-1,1.079961464E0
1.943636947E2,5.996435881E-2,9.587283134E-1,5.309972763E-1,1.097594557E0
1.943716315E2,6.614160538E-2,9.753587246E-1,5.500917435E-1,1.121739845E0
1.943796271E2,6.727588177E-2,9.828267097E-1,5.279426575E-1,1.117675192E0
1.943875250E2,6.102299690E-2,9.968400002E-1,5.648021698E-1,1.147351421E0
1.943954962E2,7.113122940E-2,1.005706310E0,5.505914688E-1,1.148762726E0
1.944034003E2,6.660008430E-2,1.006770611E0,5.403013229E-1,1.144529665E0
1.944113043E2,6.656706333E-2,1.017444134E0,5.532665253E-1,1.160054993E0
1.944192893E2,7.335102558E-2,1.013608456E0,5.487251282E-1,1.154937981E0
1.944271735E2,6.315046549E-2,9.994745255E-1,5.313100815E-1,1.133678839E0
1.944351080E2,7.661312819E-2,1.009320259E0,5.203895569E-1,1.138157391E0
1.944430121E2,5.882668495E-2,1.004930973E0,5.207939148E-1,1.133390110E0
1.944509161E2,7.411068678E-2,9.830644131E-1,5.538120270E-1,1.130758947E0
1.944588812E2,7.715350389E-2,9.923126698E-1,5.286893845E-1,1.127009123E0
1.944667548E2,6.327402592E-2,9.754600525E-1,5.053644180E-1,1.100417699E0
1.944747199E2,7.537192106E-2,9.578270912E-1,5.146780014E-1,1.089957388E0
1.944825629E2,5.842792988E-2,9.308362007E-1,5.305929184E-1,1.073032479E0
1.944904669E2,6.048470736E-2,8.992123604E-1,5.052309036E-1,1.033198691E0
1.944984320E2,6.461697817E-2,8.645162582E-1,5.221729279E-1,1.012041640E0
1.945063055E2,4.455584288E-2,8.491530418E-1,5.170335770E-1,9.951732670E-1
1.945142706E2,1.955008507E-2,8.150660992E-1,5.138473511E-1,9.637188657E-1
1.945221747E2,3.272801638E-2,7.728874683E-1,5.410165787E-1,9.439942268E-1
1.945301398E2,3.601294756E-2,7.362661362E-1,5.415372849E-1,9.146843098E-1
1.945380743E2,3.420555592E-2,7.020881176E-1,5.367946625E-1,8.844468636E-1
1.945459784E2,1.303899288E-2,6.555521488E-1,5.506582260E-1,8.562377690E-1
1.945539435E2,-1.087546349E-3,6.073911190E-1,5.283803940E-1,8.050534112E-1
1.945618475E2,3.660917282E-3,5.707664490E-1,5.223617554E-1,7.737244633E-1
1.945697516E2,5.820155144E-3,5.375587940E-1,5.162296295E-1,7.453162829E-1
1.945776862E2,-4.015564919E-3,4.764950275E-1,4.932184219E-1,6.858046717E-1
1.945855597E2,-1.399624348E-2,4.154913425E-1,4.962587357E-1,6.473806325E-1
1.945934637E2,-1.941102743E-2,3.627390862E-1,4.968738556E-1,6.154998464E-1
1.946013373E2,-2.724033594E-2,3.154244423E-1,5.045833588E-1,5.956836246E-1
1.946092413E2,-2.583205700E-2,2.496104240E-1,5.002441406E-1,5.596578054E-1
1.946171759E2,-2.924355865E-2,1.899689436E-1,5.199651718E-1,5.543529247E-1
1.946250800E2,-5.225139856E-2,8.720147610E-2,4.790058136E-1,4.896742545E-1
1.946330145E2,-4.390734434E-2,1.205575466E-2,4.682998657E-1,4.705081937E-1
1.946409080E2,-3.715473413E-2,-5.038082600E-2,4.765882492E-1,4.806818711E-1
1.946488226E2,-5.196833611E-2,-1.110749245E-1,4.903430939E-1,5.054450480E-1
1.946567572E2,-4.800119996E-2,-1.780397892E-1,4.839344025E-1,5.178752626E-1
1.946646613E2,-5.851200223E-2,-2.042424679E-1,5.061502457E-1,5.489323376E-1
1.946726263E2,-6.472676992E-2,-2.405856848E-1,4.924488068E-1,5.518848193E-1
1.946805304E2,-7.216772437E-2,-2.479133606E-1,4.779863358E-1,5.432680296E-1
1.946884955E2,-5.302196741E-2,-2.592725754E-1,4.575853348E-1,5.285999773E-1
1.946964301E2,-6.256535649E-2,-2.578897476E-1,4.544324875E-1,5.262417994E-1
1.947042731E2,-6.026974320E-2,-2.589119673E-1,4.252996445E-1,5.015452485E-1
1.947122382E2,-3.488597274E-2,-2.555571795E-1,4.419145584E-1,5.116785905E-1
1.947201117E2,-6.019362807E-2,-3.199836016E-1,4.396543503E-1,5.470911495E-1
1.947279852E2,-6.109514832E-2,-3.738416433E-1,4.167442322E-1,5.631748809E-1
1.947359198E2,-5.461838841E-2,-4.157111645E-1,3.873434067E-1,5.708185835E-1
1.947438239E2,-6.709980965E-2,-4.846562147E-1,3.513126373E-1,6.023409334E-1
1.947517584E2,-5.295494199E-2,-5.365362167E-1,3.207254410E-1,6.273277821E-1
1.947596320E2,-6.011992693E-2,-5.707685947E-1,3.025064468E-1,6.487690997E-1
1.947675360E2,-8.148121834E-2,-6.210621595E-1,3.256101608E-1,7.059598939E-1
1.947755316E2,-7.413497567E-2,-6.506092548E-1,3.203916550E-1,7.289987721E-1
1.947834052E2,-7.370954752E-2,-7.138956189E-1,2.845048904E-1,7.720253136E-1
1.947913397E2,-7.035851479E-2,-7.015576363E-1,2.710657120E-1,7.553873561E-1
1.947992438E2,-7.605719566E-2,-7.095116973E-1,2.266664505E-1,7.487117105E-1
1.948071478E2,-8.454388380E-2,-7.458919287E-1,2.036123276E-1,7.777920143E-1
1.948151121E2,-8.307430148E-2,-7.604565024E-1,1.402702332E-1,7.777346398E-1
1.948229559E2,-5.770102143E-2,-8.003158569E-1,1.298274994E-1,8.128284311E-1
1.948308905E2,-6.575483084E-2,-8.278754950E-1,1.269254684E-1,8.401259474E-1
1.948387631E2,-7.617279887E-2,-8.401488066E-1,8.590126038E-2,8.479571564E-1
1.948466986E2,-8.626839519E-2,-8.623281121E-1,7.388305664E-2,8.697762442E-1
1.948546191E2,-5.324554443E-2,-8.865242600E-1,1.409912109E-2,8.882337175E-1
1.948625023E2,-7.980522513E-2,-8.962808847E-1,-1.667881012E-2,8.999813782E-1
1.948704413E2,-7.053694129E-2,-9.072048664E-1,-4.011821747E-2,9.108268777E-1
1.948783148E2,-6.833511591E-2,-9.438365102E-1,-6.344604492E-2,9.484315719E-1
1.948861884E2,-7.311353087E-2,-9.564973712E-1,-6.021118164E-2,9.611754241E-1
1.948940924E2,-6.814232469E-2,-9.700733423E-1,-8.555507660E-2,9.762199225E-1
1.949019843E2,-8.927294612E-2,-9.846416712E-1,-9.639644623E-2,9.933685894E-1
1.949099616E2,-5.747631192E-2,-1.003889441E0,-1.309843063E-1,1.014028809E0
1.949178351E2,-4.022964835E-2,-9.869973660E-1,-1.439886093E-1,9.982559515E-1
1.949256781E2,-4.700288177E-2,-1.016288996E0,-1.832103729E-1,1.033740119E0
1.949336337E2,-4.851150513E-2,-1.019346952E0,-2.174787521E-1,1.043416783E0
1.949415167E2,-7.402977347E-2,-1.014581800E0,-2.516984940E-1,1.047954563E0
1.949494513E2,-7.055184245E-2,-1.003480077E0,-2.618722916E-1,1.039483970E0
1.949573248E2,-5.960333347E-2,-1.014526486E0,-3.078460693E-1,1.061878407E0
1.949651984E2,-5.338120461E-2,-1.023998499E0,-3.249988556E-1,1.075661069E0
1.949731329E2,-5.893442035E-2,-1.022502065E0,-3.492536545E-1,1.082109908E0
1.949810370E2,-4.651749134E-2,-1.016312003E0,-3.623876572E-1,1.079990175E0
1.949889716E2,-5.532813072E-2,-1.041348457E0,-3.801431656E-1,1.109944430E0
1.949968451E2,-4.468649626E-2,-1.064245224E0,-4.193000793E-1,1.144738982E0
1.950048407E2,-5.536019802E-2,-1.060200453E0,-4.247713089E-1,1.143468590E0
1.950127753E2,-5.405479670E-2,-1.077995896E0,-4.157686234E-1,1.156659250E0
1.950206488E2,-4.036381841E-2,-1.099699736E0,-4.449129105E-1,1.186977778E0
1.950286139E2,-4.306280613E-2,-1.089747429E0,-4.236421585E-1,1.169989975E0
1.950364874E2,-3.836694360E-2,-1.098947167E0,-4.094495773E-1,1.173373707E0
1.950443610E2,-5.245667696E-2,-1.100046158E0,-4.190578461E-1,1.178330484E0
1.950522955E2,-5.664819479E-2,-1.091400146E0,-4.213724136E-1,1.171289037E0
1.950601996E2,-5.107840896E-2,-1.094809294E0,-4.188041687E-1,1.173291662E0
1.950681647E2,-3.810831904E-2,-1.094901919E0,-4.017295837E-1,1.166897217E0
1.950760687E2,-4.875415564E-2,-1.087613940E0,-4.084758759E-1,1.162812793E0
1.950840338E2,-3.998321295E-2,-1.063392162E0,-4.031248093E-1,1.137941633E0
1.950919684E2,-4.510065913E-2,-1.047842026E0,-4.215393066E-1,1.130354974E0
1.950998419E2,-4.767134786E-2,-1.022739053E0,-4.230575562E-1,1.107811095E0
1.951077765E2,-2.850875258E-2,-1.021474123E0,-4.244174957E-1,1.106504561E0
1.951156500E2,-3.310954571E-2,-9.979050159E-1,-3.896579742E-1,1.071794756E0
1.951235236E2,-4.952389002E-2,-9.769156575E-1,-3.642978668E-1,1.043805419E0
1.951314887E2,-4.416507483E-2,-9.631994963E-1,-3.387327194E-1,1.021980273E0
1.951393597E2,-2.391192317E-2,-9.364858866E-1,-3.104705811E-1,9.868989703E-1
1.951472968E2,-2.985623479E-2,-9.054353237E-1,-3.035287857E-1,9.554235940E-1
1.951552008E2,-4.281225801E-2,-8.908253312E-1,-2.436141968E-1,9.245271965E-1
1.951631659E2,-1.482164860E-2,-8.589528203E-1,-1.929292679E-1,8.804778993E-1
1.951711615E2,-2.476450801E-2,-8.146620393E-1,-1.849565506E-1,8.357609974E-1
1.951790656E2,-3.224149346E-2,-7.586672306E-1,-1.526899338E-1,7.745512872E-1
1.951870001E2,-1.318645477E-2,-7.319209576E-1,-1.104812622E-1,7.403298454E-1
1.951949042E2,-8.349418640E-3,-7.004367113E-1,-8.699321747E-2,7.058676358E-1
1.952028082E2,-1.052638888E-2,-6.598183513E-1,-7.743930817E-2,6.644305140E-1
1.952108038E2,1.874506474E-3,-6.148638129E-1,-3.390312195E-2,6.158006527E-1
1.952186774E2,-1.439055800E-2,-5.610345602E-1,-3.060340881E-2,5.620528752E-1
1.952266119E2,-1.733034849E-3,-5.104914904E-1,-5.279541016E-3,5.105217319E-1
1.952344855E2,-9.972363710E-3,-3.538712263E-1,3.941154480E-2,3.561987685E-1
1.952423895E2,-1.827386022E-2,-2.763822079E-1,8.293819427E-2,2.891363050E-1
1.952503241E2,-4.484385252E-3,-2.129272223E-1,1.400003433E-1,2.548690013E-1
1.952582282E2,-4.654943943E-3,-1.371322870E-1,1.764564514E-1,2.235258640E-1
1.952661627E2,1.735267043E-2,-9.226620197E-2,2.102813721E-1,2.302876954E-1
1.952740363E2,-3.628581762E-3,-4.231119156E-2,2.661170959E-1,2.694841596E-1
1.952819403E2,-4.319399595E-3,6.674885750E-3,2.925758362E-1,2.926838418E-1
1.952899359E2,2.720415592E-3,7.097434998E-2,3.364801407E-1,3.438948154E-1
1.952978095E2,-1.142352819E-3,7.735717297E-2,3.543424606E-1,3.626899731E-1
1.953057336E2,-1.225173473E-3,8.589160442E-2,3.820018768E-1,3.915409336E-1
1.953136157E2,6.409585476E-4,8.915042877E-2,4.034814835E-1,4.132136460E-1
1.953215521E2,2.233326435E-3,8.678257465E-2,4.287118912E-1,4.374129498E-1
1.953295477E2,-1.817533374E-2,1.465761662E-1,4.407091141E-1,4.648004286E-1
1.953374518E2,-7.718384266E-3,1.935222149E-1,4.716196060E-1,5.098386744E-1
1.953453864E2,9.600222111E-3,2.727828026E-1,4.925823212E-1,5.631518133E-1
1.953532599E2,-2.263605595E-3,3.216500282E-1,5.111150742E-1,6.039060222E-1
1.953611334E2,7.415413857E-3,3.721201420E-1,5.077295303E-1,6.295376592E-1
1.953690680E2,2.183306217E-2,3.969938755E-1,5.210161209E-1,6.553919576E-1
1.953769415E2,4.947662354E-3,4.414105415E-1,5.700187683E-1,7.209640364E-1
1.953849066E2,9.348988533E-3,4.853625298E-1,6.018323898E-1,7.732182191E-1
1.953927802E2,2.794700861E-2,5.330095291E-1,6.240167618E-1,8.211437830E-1
1.954006537E2,2.031993866E-2,5.406103134E-1,6.587400436E-1,8.524147206E-1
1.954086188E2,2.215260267E-2,5.328309536E-1,6.477489471E-1,8.390341241E-1
1.954165228E2,4.890382290E-3,5.651919842E-1,6.629838943E-1,8.712138308E-1
1.954244574E2,2.322351933E-2,5.868966579E-1,6.701231003E-1,8.910959480E-1
1.954323309E2,4.610466957E-2,6.307837963E-1,6.817665100E-1,9.299566723E-1
1.954402350E2,4.219055176E-3,6.601984501E-1,6.785593033E-1,9.467431130E-1
1.954481696E2,3.876656294E-2,7.048053741E-1,6.918325424E-1,9.883752974E-1
1.954560431E2,3.006964922E-2,7.211890221E-1,6.855754852E-1,9.955056681E-1
1.954640082E2,4.030948877E-2,7.628226280E-1,6.737117767E-1,1.018533640E0
1.954719122E2,2.659446001E-2,8.057479858E-1,6.712160110E-1,1.049031942E0
1.954798773E2,5.312865973E-2,8.188450336E-1,6.486835480E-1,1.046002002E0
1.954877981E2,5.073887110E-2,8.519263268E-1,6.521100998E-1,1.074057951E0
1.954957159E2,5.037713051E-2,8.843104839E-1,6.619081497E-1,1.105741962E0
1.955037116E2,6.654459238E-2,8.780744076E-1,6.614103317E-1,1.101320333E0
1.955115851E2,3.951090574E-2,8.869607449E-1,6.461172104E-1,1.098056430E0
1.955194586E2,5.296963453E-2,8.995106220E-1,6.346464157E-1,1.102134844E0
1.955273917E2,6.125074625E-2,9.026482105E-1,6.512756348E-1,1.114758000E0
1.955352972E2,7.168221474E-2,9.370291233E-1,6.457157135E-1,1.140223969E0
1.955432492E2,5.548518896E-2,9.327349663E-1,6.585245132E-1,1.143121891E0
1.955511053E2,6.538379192E-2,9.241189957E-1,6.276874542E-1,1.119045351E0
1.955590094E2,4.164159298E-2,9.343070984E-1,6.248083115E-1,1.124744061E0
1.955669896E2,6.541889906E-2,9.391846657E-1,6.163091660E-1,1.125248620E0
1.955748827E2,6.026524305E-2,9.302122593E-1,5.929117203E-1,1.104749318E0
1.955828436E2,5.249178410E-2,9.164659977E-1,5.808200836E-1,1.086286004E0
1.955907009E2,5.410212278E-2,9.548807144E-1,5.575294495E-1,1.107051627E0
1.955985907E2,8.654624224E-2,9.663181305E-1,5.573539734E-1,1.118885353E0
1.956065253E2,8.293747902E-2,9.828813076E-1,5.398626328E-1,1.124449177E0
1.956144293E2,9.315150976E-2,9.911525249E-1,5.309429169E-1,1.128255695E0
1.956223639E2,4.580986500E-2,1.009213448E0,5.405664444E-1,1.145784625E0
1.956302679E2,6.287568808E-2,1.034622788E0,5.064506531E-1,1.153642029E0
1.956382330E2,7.942324877E-2,1.006304741E0,5.311803818E-1,1.140662037E0
1.956461673E2,7.421976328E-2,1.023845196E0,5.170125961E-1,1.149377911E0
1.956540717E2,7.118189335E-2,1.017516136E0,5.117444992E-1,1.141178506E0
1.956620673E2,6.777000427E-2,9.982511997E-1,5.342292786E-1,1.134239460E0
1.956699103E2,6.177556515E-2,1.003136635E0,5.273542404E-1,1.134989790E0
1.956777838E2,5.551183224E-2,9.960608482E-1,5.700731277E-1,1.149000500E0
1.956857489E2,7.052910328E-2,9.738090038E-1,5.711832047E-1,1.131162492E0
1.956936224E2,6.377100945E-2,9.492039680E-1,5.596685410E-1,1.103758937E0
1.957015570E2,5.680555105E-2,9.390375614E-1,5.499181747E-1,1.089691888E0
1.957094611E2,5.671638250E-2,9.256846905E-1,5.345191956E-1,1.070429664E0
1.957173651E2,5.868822336E-2,8.888812065E-1,5.138425827E-1,1.028391125E0
1.957252739E2,4.601955414E-2,8.585352898E-1,5.426445007E-1,1.016692528E0
1.957331584E2,3.317058086E-2,8.357262611E-1,5.350532532E-1,9.928850159E-1
1.957410941E2,2.252030373E-2,8.061904907E-1,5.198469162E-1,9.595264914E-1
1.957489813E2,2.598816156E-2,7.927067280E-1,5.087089539E-1,9.422548174E-1
1.957568549E2,3.162658215E-2,7.485578060E-1,5.067605972E-1,9.045138653E-1
1.957648199E2,2.753400803E-2,7.142426968E-1,4.948282242E-1,8.693421208E-1
1.957726935E2,2.068322897E-2,6.608178616E-1,4.944162369E-1,8.255637210E-1
1.957806586E2,1.122379303E-2,6.270475388E-1,5.104656219E-1,8.086344913E-1
1.957885626E2,1.561462879E-3,5.645742416E-1,5.500726700E-1,7.882426370E-1
1.957965582E2,-3.314316273E-3,5.214884281E-1,5.367155075E-1,7.483479815E-1
1.958044928E2,-2.041608095E-2,4.716255665E-1,5.303058624E-1,7.099801399E-1
1.958123663E2,-1.129537821E-2,3.964910507E-1,5.334234238E-1,6.647355022E-1
1.958203314E2,-2.625477314E-2,3.579773903E-1,5.340404510E-1,6.434565474E-1
1.958282355E2,-2.691096067E-2,3.131346703E-1,5.346107483E-1,6.201501219E-1
1.958360785E2,-2.771368623E-2,2.621939182E-1,5.184440613E-1,5.816338572E-1
1.958440384E2,-2.722418308E-2,1.011317968E-1,5.114402771E-1,5.220535926E-1
1.958519171E2,-3.110599518E-2,3.507924080E-2,4.852552414E-1,4.875149078E-1
1.958598517E2,-4.066351056E-2,-4.385149479E-2,4.839477539E-1,4.876288580E-1
1.958677557E2,-5.114093423E-2,-9.755170345E-2,4.520721436E-1,4.652966290E-1
1.958756598E2,-6.450301409E-2,-1.491426229E-1,4.429378510E-1,4.718030316E-1
1.958835944E2,-7.756170630E-2,-1.947128773E-1,4.527091980E-1,4.988732713E-1
1.958914403E2,-5.527865887E-2,-2.295665741E-1,4.360637665E-1,4.958912688E-1
1.958994025E2,-5.107674003E-2,-2.446218729E-1,4.550085068E-1,5.191160133E-1
1.959073065E2,-5.387020111E-2,-2.627793550E-1,4.749794006E-1,5.454909890E-1
1.959152716E2,-6.352689862E-2,-2.522176504E-1,4.669704437E-1,5.345192282E-1
1.959232062E2,-5.895656347E-2,-2.589737177E-1,4.712066650E-1,5.409057071E-1
1.959310797E2,-2.248102427E-2,-2.674609423E-1,4.898309708E-1,5.585473409E-1
1.959390448E2,-5.482706428E-2,-3.236958981E-1,4.518089294E-1,5.584947181E-1
1.959469183E2,-5.820527673E-2,-3.993618488E-1,4.120922089E-1,5.767995572E-1
1.959548834E2,-6.124976277E-2,-4.378433228E-1,3.923969269E-1,5.911291373E-1
1.959627907E2,-6.887322664E-2,-4.898090363E-1,3.875122070E-1,6.283487280E-1
1.959706760E2,-6.904518604E-2,-5.273082256E-1,3.664932251E-1,6.458625911E-1
1.959786098E2,-8.337938786E-2,-5.702753067E-1,3.435726166E-1,6.709755514E-1
1.959865302E2,-7.124260068E-2,-6.234714985E-1,3.187198639E-1,7.038285084E-1
1.959944037E2,-7.561093569E-2,-6.511925459E-1,3.062601089E-1,7.235772245E-1
1.960023107E2,-8.431097865E-2,-6.829324961E-1,2.321214676E-1,7.262131306E-1
1.960102423E2,-8.316004276E-2,-7.291155457E-1,2.063026428E-1,7.622898741E-1
1.960181406E2,-5.770808458E-2,-7.274276614E-1,2.076644897E-1,7.586868695E-1
1.960260504E2,-7.757696509E-2,-7.472459674E-1,2.116699219E-1,7.805119327E-1
1.960338934E2,-7.399064302E-2,-7.822266817E-1,1.697177887E-1,8.038391161E-1
1.960418585E2,-7.509705424E-2,-7.887432575E-1,1.688032150E-1,8.100925992E-1
1.960497626E2,-8.539879322E-2,-8.126962781E-1,1.346597672E-1,8.281916730E-1
1.960576971E2,-7.395705581E-2,-8.497054577E-1,1.031427383E-1,8.591317916E-1
1.960655707E2,-8.163863420E-2,-8.735902309E-1,7.421875000E-2,8.805300569E-1
1.960734442E2,-7.475236058E-2,-8.785659671E-1,5.035114288E-2,8.831768291E-1
1.960813788E2,-5.356368423E-2,-9.061139822E-1,1.469612122E-2,9.078147349E-1
1.960892390E2,-6.104210019E-2,-9.350714087E-1,-4.050254822E-3,9.370704787E-1
1.960972174E2,-6.836688519E-2,-9.348703027E-1,-5.365276337E-2,9.389010240E-1
1.961051215E2,-6.126904488E-2,-9.517405629E-1,-7.448577881E-2,9.566149310E-1
1.961130866E2,-7.537785172E-2,-9.733012915E-1,-1.118478775E-1,9.826022452E-1
1.961210211E2,-6.786885858E-2,-9.749795198E-1,-1.347503662E-1,9.865844654E-1
1.961289252E2,-7.227790356E-2,-9.969460368E-1,-1.742925644E-1,1.014644467E0
1.961368903E2,-7.179442048E-2,-9.980039001E-1,-2.041158676E-1,1.021190242E0
1.961448248E2,-7.356408238E-2,-1.005642891E0,-2.195024490E-1,1.031945068E0
1.961526678E2,-8.254477382E-2,-1.012068987E0,-2.611322403E-1,1.048469037E0
1.961606329E2,-6.712323427E-2,-1.011510611E0,-2.666912079E-1,1.048228718E0
1.961685370E2,-6.132465601E-2,-1.029063940E0,-2.985172272E-1,1.073240812E0
1.961764716E2,-6.002712250E-2,-1.052242041E0,-2.919311523E-1,1.093636304E0
1.961843756E2,-5.856990814E-2,-1.049424767E0,-3.187475204E-1,1.098327255E0
1.961922797E2,-4.746171832E-2,-1.042783856E0,-3.335132599E-1,1.095847563E0
1.962002648E2,-4.820427299E-2,-1.037200332E0,-3.529949188E-1,1.096682996E0
1.962081183E2,-4.054740071E-2,-1.054741979E0,-3.971767426E-1,1.127773957E0
1.962160834E2,-6.377962232E-2,-1.067656517E0,-4.005022049E-1,1.142085940E0
1.962239569E2,-6.046605110E-2,-1.085628033E0,-4.228477478E-1,1.166638156E0
1.962318610E2,-4.237255454E-2,-1.064241529E0,-4.497985840E-1,1.156167908E0
1.962397955E2,-4.562363029E-2,-1.105474472E0,-4.814329147E-1,1.206620477E0
1.962476629E2,-2.693226933E-2,-1.108472228E0,-4.842214584E-1,1.209920017E0
1.962556342E2,-4.871156812E-2,-1.110342264E0,-4.964418411E-1,1.217245769E0
1.962635316E2,-5.586197972E-2,-1.115020394E0,-5.061826706E-1,1.225810726E0
1.962715033E2,-3.889754415E-2,-1.106719255E0,-4.727010727E-1,1.204070942E0
1.962794379E2,-3.612199426E-2,-1.126949906E0,-4.678516388E-1,1.220739958E0
1.962873419E2,-4.495108128E-2,-1.108837605E0,-4.676904678E-1,1.204273975E0
1.962952877E2,-5.336651206E-2,-1.101800442E0,-4.578151703E-1,1.194322791E0
1.963031599E2,-5.910807848E-2,-1.096888185E0,-4.574012756E-1,1.189904778E0
1.963110541E2,-3.590407968E-2,-1.087146878E0,-4.592695236E-1,1.180722632E0
1.963189711E2,-2.199909091E-2,-1.081221223E0,-4.083051682E-1,1.155956921E0
1.963268823E2,-3.177520633E-2,-1.082396746E0,-4.314212799E-1,1.165640039E0
1.963348546E2,-2.944573760E-2,-1.062004805E0,-4.041128159E-1,1.136674282E0
1.963427618E2,-2.912667394E-2,-1.026102662E0,-3.861608505E-1,1.096747573E0
1.963507179E2,-3.582522273E-2,-1.000034571E0,-3.847951889E-1,1.072110035E0
1.963586408E2,-2.775037289E-2,-9.715332389E-1,-3.616685867E-1,1.037039577E0
